,Convective Available Potential Energy,K index,Cross totals index,Vertical totals index,Lifted index,Showalter index,waktu,hujan,petir,hujan 6 jam
1846,0.0,31.1,16.7,24.7,2.13,3.21,2018-07-12 00:00:00,0.0,0.0,0.0
1847,0.0,31.1,16.7,24.7,2.13,3.21,2018-07-12 12:00:00,0.0,0.0,0.0
1848,5.83,22.4,18.2,22.3,1.58,2.63,2018-07-13 00:00:00,0.0,0.0,0.0
1849,5.83,22.4,18.2,22.3,1.58,2.63,2018-07-13 12:00:00,0.0,0.0,0.0
1850,,,,,,,2018-07-14 00:00:00,0.0,0.0,0.0
1851,,,,,,,2018-07-14 12:00:00,0.0,0.0,0.0
1852,,,,,,,2018-07-15 00:00:00,0.0,0.0,0.0
1853,,,,,,,2018-07-15 12:00:00,0.0,0.0,0.0
1854,0.0,21.5,18.9,21.5,3.83,2.28,2018-07-16 00:00:00,0.0,0.0,0.0
1855,0.0,21.5,18.9,21.5,3.83,2.28,2018-07-16 12:00:00,0.0,0.0,0.0
1856,0.0,25.9,16.1,26.1,0.26,2.97,2018-07-17 00:00:00,0.0,0.0,0.0
1857,0.0,25.9,16.1,26.1,0.26,2.97,2018-07-17 12:00:00,0.0,0.0,0.0
1858,81.62,25.7,18.3,24.3,0.13,1.86,2018-07-18 00:00:00,0.0,0.0,0.0
1859,81.62,25.7,18.3,24.3,0.13,1.86,2018-07-18 12:00:00,0.0,0.0,0.0
1860,0.0,25.4,18.6,23.3,1.63,1.93,2018-07-19 00:00:00,0.0,0.0,0.0
1861,0.0,25.4,18.6,23.3,1.63,1.93,2018-07-19 12:00:00,0.0,0.0,0.0
1862,208.49,21.1,18.3,24.3,-1.26,1.7,2018-07-20 00:00:00,1.0,0.0,0.0
1863,208.49,21.1,18.3,24.3,-1.26,1.7,2018-07-20 12:00:00,1.0,0.0,0.0
1864,185.62,,,,,,2018-07-21 00:00:00,1.0,0.0,0.0
1865,185.62,,,,,,2018-07-21 12:00:00,1.0,0.0,0.0
1866,463.86,36.4,20.3,26.3,-3.67,-0.22,2018-07-22 00:00:00,0.0,0.0,0.0
1867,463.86,36.4,20.3,26.3,-3.67,-0.22,2018-07-22 12:00:00,1.0,0.0,0.0
1868,0.0,31.1,18.5,23.5,1.46,2.09,2018-07-23 00:00:00,0.0,0.0,0.0
1869,0.0,31.1,18.5,23.5,1.46,2.09,2018-07-23 12:00:00,0.0,0.0,0.0
1870,0.0,33.4,15.1,24.1,4.11,4.42,2018-07-24 00:00:00,0.0,0.0,0.0
1871,0.0,33.4,15.1,24.1,4.11,4.42,2018-07-24 12:00:00,0.0,0.0,
1872,34.95,38.0,19.3,25.3,0.45,0.46,2018-07-25 00:00:00,0.0,0.0,0.0
1873,34.95,38.0,19.3,25.3,0.45,0.46,2018-07-25 12:00:00,0.0,0.0,0.0
1874,29.87,34.6,20.5,25.3,-0.52,-0.23,2018-07-26 00:00:00,0.0,0.0,0.0
1875,29.87,34.6,20.5,25.3,-0.52,-0.23,2018-07-26 12:00:00,0.0,0.0,0.0
1876,11.05,30.7,20.1,26.1,-0.76,-0.02,2018-07-27 00:00:00,0.0,0.0,0.0
1877,11.05,30.7,20.1,26.1,-0.76,-0.02,2018-07-27 12:00:00,0.0,0.0,0.0
1878,0.0,26.9,17.9,23.9,1.18,2.02,2018-07-28 00:00:00,0.0,0.0,0.0
1879,0.0,26.9,17.9,23.9,1.18,2.02,2018-07-28 12:00:00,0.0,0.0,0.0
1880,0.0,23.9,17.1,23.1,2.42,3.31,2018-07-29 00:00:00,0.0,0.0,0.0
1881,0.0,23.9,17.1,23.1,2.42,3.31,2018-07-29 12:00:00,0.0,0.0,0.0
1882,23.89,34.5,18.8,22.5,0.9,1.97,2018-07-30 00:00:00,0.0,0.0,0.0
1883,23.89,34.5,18.8,22.5,0.9,1.97,2018-07-30 12:00:00,0.0,0.0,0.0
1884,0.0,30.1,20.1,25.1,0.68,0.32,2018-07-31 00:00:00,0.0,0.0,0.0
1885,0.0,30.1,20.1,25.1,0.68,0.32,2018-07-31 12:00:00,0.0,0.0,0.0
1886,0.0,-3.9,3.1,23.1,6.66,12.77,2018-08-01 00:00:00,0.0,0.0,0.0
1887,0.0,-3.9,3.1,23.1,6.66,12.77,2018-08-01 12:00:00,0.0,0.0,0.0
1888,0.0,16.3,15.9,20.9,3.56,5.2,2018-08-02 00:00:00,0.0,0.0,0.0
1889,0.0,16.3,15.9,20.9,3.56,5.2,2018-08-02 12:00:00,0.0,0.0,0.0
1890,10.72,13.6,18.4,21.5,1.36,2.95,2018-08-03 00:00:00,0.0,0.0,0.0
1891,10.72,13.6,18.4,21.5,1.36,2.95,2018-08-03 12:00:00,0.0,0.0,0.0
1892,0.0,15.1,17.9,22.9,0.93,3.29,2018-08-04 00:00:00,0.0,0.0,0.0
1893,0.0,15.1,17.9,22.9,0.93,3.29,2018-08-04 12:00:00,0.0,0.0,0.0
1894,2.56,15.5,19.3,22.1,1.64,2.06,2018-08-05 00:00:00,0.0,0.0,0.0
1895,2.56,15.5,19.3,22.1,1.64,2.06,2018-08-05 12:00:00,0.0,0.0,0.0
1896,0.0,22.7,14.5,23.5,3.76,5.66,2018-08-06 00:00:00,0.0,0.0,0.0
1897,0.0,22.7,14.5,23.5,3.76,5.66,2018-08-06 12:00:00,0.0,0.0,0.0
1898,43.7,0.3,17.9,25.9,-0.02,2.01,2018-08-07 00:00:00,0.0,0.0,0.0
1899,43.7,0.3,17.9,25.9,-0.02,2.01,2018-08-07 12:00:00,0.0,0.0,0.0
1900,242.07,5.1,15.7,26.7,-3.03,3.61,2018-08-08 00:00:00,0.0,0.0,0.0
1901,242.07,5.1,15.7,26.7,-3.03,3.61,2018-08-08 12:00:00,0.0,0.0,0.0
1902,191.15,24.3,16.9,26.9,-1.77,2.3,2018-08-09 00:00:00,0.0,0.0,0.0
1903,191.15,24.3,16.9,26.9,-1.77,2.3,2018-08-09 12:00:00,0.0,0.0,0.0
1904,322.12,12.5,19.9,25.9,-2.58,0.18,2018-08-10 00:00:00,0.0,1.0,0.0
1905,322.12,12.5,19.9,25.9,-2.58,0.18,2018-08-10 12:00:00,0.0,0.0,0.0
1906,0.03,25.9,18.9,24.9,0.4,1.43,2018-08-11 00:00:00,0.0,0.0,0.0
1907,0.03,25.9,18.9,24.9,0.4,1.43,2018-08-11 12:00:00,0.0,0.0,0.0
1908,18.46,24.1,18.9,25.9,-0.84,1.23,2018-08-12 00:00:00,0.0,0.0,0.0
1909,18.46,24.1,18.9,25.9,-0.84,1.23,2018-08-12 12:00:00,0.0,0.0,0.0
1910,431.91,18.8,21.0,24.9,-2.7,-0.42,2018-08-13 00:00:00,0.0,0.0,0.0
1911,431.91,18.8,21.0,24.9,-2.7,-0.42,2018-08-13 12:00:00,0.0,0.0,0.0
1912,91.25,7.1,16.7,23.7,-0.04,3.74,2018-08-14 00:00:00,0.0,0.0,0.0
1913,91.25,7.1,16.7,23.7,-0.04,3.74,2018-08-14 12:00:00,0.0,0.0,0.0
1914,0.0,5.9,17.1,23.1,2.04,3.31,2018-08-15 00:00:00,0.0,0.0,0.0
1915,0.0,5.9,17.1,23.1,2.04,3.31,2018-08-15 12:00:00,0.0,0.0,0.0
1916,0.0,11.4,17.4,21.3,2.75,3.98,2018-08-16 00:00:00,0.0,0.0,0.0
1917,0.0,11.4,17.4,21.3,2.75,3.98,2018-08-16 12:00:00,0.0,0.0,0.0
1918,0.0,18.1,15.5,19.7,4.26,5.59,2018-08-17 00:00:00,0.0,0.0,0.0
1919,0.0,18.1,15.5,19.7,4.26,5.59,2018-08-17 12:00:00,0.0,0.0,0.0
1920,0.0,17.1,14.7,21.7,3.87,5.74,2018-08-18 00:00:00,0.0,0.0,0.0
1921,0.0,17.1,14.7,21.7,3.87,5.74,2018-08-18 12:00:00,0.0,0.0,0.0
1922,0.0,12.5,14.9,21.9,4.13,5.46,2018-08-19 00:00:00,0.0,0.0,0.0
1923,0.0,12.5,14.9,21.9,4.13,5.46,2018-08-19 12:00:00,0.0,0.0,0.0
1924,0.0,17.3,15.1,23.1,3.53,4.88,2018-08-20 00:00:00,0.0,0.0,0.0
1925,0.0,17.3,15.1,23.1,3.53,4.88,2018-08-20 12:00:00,0.0,0.0,0.0
1926,0.0,24.5,17.9,24.9,1.0,2.07,2018-08-21 00:00:00,0.0,0.0,0.0
1927,0.0,24.5,17.9,24.9,1.0,2.07,2018-08-21 12:00:00,0.0,0.0,0.0
1928,0.0,15.7,14.5,23.5,1.95,5.31,2018-08-22 00:00:00,0.0,0.0,0.0
1929,0.0,15.7,14.5,23.5,1.95,5.31,2018-08-22 12:00:00,0.0,0.0,0.0
1930,0.0,8.3,14.5,23.5,2.84,5.45,2018-08-23 00:00:00,0.0,0.0,0.0
1931,0.0,8.3,14.5,23.5,2.84,5.45,2018-08-23 12:00:00,0.0,0.0,0.0
1932,0.0,14.9,15.5,22.5,4.51,4.94,2018-08-24 00:00:00,0.0,0.0,0.0
1933,0.0,14.9,15.5,22.5,4.51,4.94,2018-08-24 12:00:00,0.0,0.0,0.0
1934,0.0,24.3,18.9,22.9,0.82,1.85,2018-08-25 00:00:00,0.0,0.0,0.0
1935,0.0,24.3,18.9,22.9,0.82,1.85,2018-08-25 12:00:00,0.0,0.0,0.0
1936,0.0,27.1,19.5,23.5,1.43,1.16,2018-08-26 00:00:00,0.0,0.0,0.0
1937,0.0,27.1,19.5,23.5,1.43,1.16,2018-08-26 12:00:00,0.0,0.0,0.0
1938,0.0,24.5,15.5,25.5,2.99,3.84,2018-08-27 00:00:00,0.0,0.0,0.0
1939,0.0,24.5,15.5,25.5,2.99,3.84,2018-08-27 12:00:00,0.0,0.0,0.0
1940,0.0,1.9,11.9,24.9,3.38,6.7,2018-08-28 00:00:00,0.0,0.0,0.0
1941,0.0,1.9,11.9,24.9,3.38,6.7,2018-08-28 12:00:00,0.0,0.0,0.0
1942,0.0,27.3,15.5,26.5,0.38,3.68,2018-08-29 00:00:00,1.0,1.0,0.0
1943,0.0,27.3,15.5,26.5,0.38,3.68,2018-08-29 12:00:00,0.0,0.0,0.0
1944,359.11,37.7,21.9,23.3,-1.93,-0.3,2018-08-30 00:00:00,1.0,0.0,0.0
1945,359.11,37.7,21.9,23.3,-1.93,-0.3,2018-08-30 12:00:00,0.0,0.0,0.0
1946,0.0,25.7,15.9,22.9,2.71,4.38,2018-08-31 00:00:00,0.0,0.0,0.0
1947,0.0,25.7,15.9,22.9,2.71,4.38,2018-08-31 12:00:00,0.0,0.0,0.0
1948,0.0,25.9,17.5,23.5,3.59,3.07,2018-09-01 00:00:00,0.0,0.0,0.0
1949,0.0,25.9,17.5,23.5,3.59,3.07,2018-09-01 12:00:00,0.0,0.0,0.0
1950,0.0,16.7,17.1,24.1,1.29,3.26,2018-09-02 00:00:00,0.0,0.0,0.0
1951,0.0,16.7,17.1,24.1,1.29,3.26,2018-09-02 12:00:00,0.0,0.0,0.0
1952,0.0,8.1,16.1,24.1,1.82,4.33,2018-09-03 00:00:00,0.0,0.0,0.0
1953,0.0,8.1,16.1,24.1,1.82,4.33,2018-09-03 12:00:00,0.0,0.0,0.0
1954,7.89,31.5,17.3,24.3,-0.06,3.14,2018-09-04 00:00:00,1.0,0.0,0.0
1955,7.89,31.5,17.3,24.3,-0.06,3.14,2018-09-04 12:00:00,0.0,0.0,0.0
1956,27.24,26.3,14.3,22.3,1.98,6.13,2018-09-05 00:00:00,0.0,0.0,0.0
1957,27.24,26.3,14.3,22.3,1.98,6.13,2018-09-05 12:00:00,0.0,0.0,0.0
1958,0.0,22.4,6.9,22.9,3.58,10.91,2018-09-06 00:00:00,0.0,0.0,0.0
1959,0.0,22.4,6.9,22.9,3.58,10.91,2018-09-06 12:00:00,0.0,0.0,0.0
1960,12.95,18.7,11.7,24.7,-0.1,7.17,2018-09-07 00:00:00,0.0,0.0,0.0
1961,12.95,18.7,11.7,24.7,-0.1,7.17,2018-09-07 12:00:00,0.0,0.0,0.0
1962,0.0,24.5,16.1,23.1,5.83,4.34,2018-09-08 00:00:00,0.0,0.0,0.0
1963,0.0,24.5,16.1,23.1,5.83,4.34,2018-09-08 12:00:00,0.0,0.0,0.0
1964,0.0,20.7,8.1,26.1,4.17,8.59,2018-09-09 00:00:00,0.0,0.0,0.0
1965,0.0,20.7,8.1,26.1,4.17,8.59,2018-09-09 12:00:00,0.0,0.0,0.0
1966,0.0,13.3,8.3,24.3,3.0,9.51,2018-09-10 00:00:00,0.0,0.0,0.0
1967,0.0,13.3,8.3,24.3,3.0,9.51,2018-09-10 12:00:00,0.0,0.0,0.0
1968,0.0,-6.5,13.5,21.5,6.17,7.31,2018-09-11 00:00:00,0.0,0.0,0.0
1969,0.0,-6.5,13.5,21.5,6.17,7.31,2018-09-11 12:00:00,0.0,0.0,0.0
1970,0.0,-5.9,12.1,22.1,4.78,7.91,2018-09-12 00:00:00,0.0,0.0,0.0
1971,0.0,-5.9,12.1,22.1,4.78,7.91,2018-09-12 12:00:00,0.0,0.0,0.0
1972,6.69,-6.7,10.1,21.1,5.08,9.59,2018-09-13 00:00:00,0.0,0.0,0.0
1973,6.69,-6.7,10.1,21.1,5.08,9.59,2018-09-13 12:00:00,0.0,0.0,0.0
1974,0.0,-1.3,15.9,20.9,5.98,5.03,2018-09-14 00:00:00,0.0,0.0,0.0
1975,0.0,-1.3,15.9,20.9,5.98,5.03,2018-09-14 12:00:00,0.0,0.0,0.0
1976,0.0,7.5,11.3,21.3,6.95,8.64,2018-09-15 00:00:00,0.0,0.0,0.0
1977,0.0,7.5,11.3,21.3,6.95,8.64,2018-09-15 12:00:00,0.0,0.0,0.0
1978,0.0,9.1,9.3,25.3,5.07,8.13,2018-09-16 00:00:00,0.0,0.0,0.0
1979,0.0,9.1,9.3,25.3,5.07,8.13,2018-09-16 12:00:00,0.0,0.0,0.0
1980,0.0,31.7,17.1,25.1,0.79,2.66,2018-09-17 00:00:00,0.0,0.0,0.0
1981,0.0,31.7,17.1,25.1,0.79,2.66,2018-09-17 12:00:00,0.0,0.0,0.0
1982,,,,,,,2018-09-18 00:00:00,1.0,0.0,0.0
1983,,,,,,,2018-09-18 12:00:00,0.0,0.0,0.0
1984,19.17,25.9,13.3,27.3,-1.14,4.84,2018-09-19 00:00:00,0.0,0.0,0.0
1985,19.17,25.9,13.3,27.3,-1.14,4.84,2018-09-19 12:00:00,0.0,0.0,0.0
1986,0.0,8.5,4.9,23.9,3.42,11.51,2018-09-20 00:00:00,0.0,0.0,0.0
1987,0.0,8.5,4.9,23.9,3.42,11.51,2018-09-20 12:00:00,0.0,0.0,0.0
1988,0.0,19.9,14.3,24.3,3.25,5.84,2018-09-21 00:00:00,0.0,0.0,0.0
1989,0.0,19.9,14.3,24.3,3.25,5.84,2018-09-21 12:00:00,0.0,0.0,0.0
1990,0.0,16.1,11.3,25.3,5.75,7.3,2018-09-22 00:00:00,0.0,0.0,0.0
1991,0.0,16.1,11.3,25.3,5.75,7.3,2018-09-22 12:00:00,0.0,0.0,0.0
1992,0.0,20.3,14.3,25.3,3.2,5.14,2018-09-23 00:00:00,0.0,0.0,0.0
1993,0.0,20.3,14.3,25.3,3.2,5.14,2018-09-23 12:00:00,0.0,0.0,0.0
1994,0.0,26.1,11.5,25.5,2.94,6.95,2018-09-24 00:00:00,0.0,0.0,0.0
1995,0.0,26.1,11.5,25.5,2.94,6.95,2018-09-24 12:00:00,0.0,0.0,0.0
1996,0.0,27.5,16.3,24.3,3.54,3.68,2018-09-25 00:00:00,0.0,0.0,0.0
1997,0.0,27.5,16.3,24.3,3.54,3.68,2018-09-25 12:00:00,0.0,0.0,0.0
1998,0.0,26.1,12.3,25.3,4.04,6.35,2018-09-26 00:00:00,0.0,0.0,0.0
1999,0.0,26.1,12.3,25.3,4.04,6.35,2018-09-26 12:00:00,0.0,0.0,0.0
2000,0.0,13.3,13.1,24.1,3.7,6.27,2018-09-27 00:00:00,0.0,0.0,0.0
2001,0.0,13.3,13.1,24.1,3.7,6.27,2018-09-27 12:00:00,0.0,0.0,0.0
2002,0.0,12.5,10.7,23.7,5.4,7.95,2018-09-28 00:00:00,0.0,0.0,0.0
2003,0.0,12.5,10.7,23.7,5.4,7.95,2018-09-28 12:00:00,0.0,0.0,0.0
2004,0.0,22.3,18.3,21.9,2.04,2.21,2018-09-29 00:00:00,0.0,0.0,0.0
2005,0.0,22.3,18.3,21.9,2.04,2.21,2018-09-29 12:00:00,0.0,0.0,0.0
2006,0.0,22.9,15.7,24.7,1.63,3.75,2018-09-30 00:00:00,0.0,0.0,0.0
2007,0.0,22.9,15.7,24.7,1.63,3.75,2018-09-30 12:00:00,0.0,0.0,0.0
2008,0.0,7.7,3.5,24.5,5.66,11.74,2018-10-01 00:00:00,0.0,0.0,0.0
2009,0.0,7.7,3.5,24.5,5.66,11.74,2018-10-01 12:00:00,0.0,0.0,0.0
2010,0.0,9.1,12.5,21.5,8.35,7.52,2018-10-02 00:00:00,0.0,0.0,0.0
2011,0.0,9.1,12.5,21.5,8.35,7.52,2018-10-02 12:00:00,0.0,0.0,0.0
2012,0.0,-1.9,16.1,24.1,5.78,3.96,2018-10-03 00:00:00,0.0,0.0,0.0
2013,0.0,-1.9,16.1,24.1,5.78,3.96,2018-10-03 12:00:00,0.0,0.0,0.0
2014,0.0,-12.5,8.9,24.9,4.18,8.57,2018-10-04 00:00:00,0.0,0.0,0.0
2015,0.0,-12.5,8.9,24.9,4.18,8.57,2018-10-04 12:00:00,0.0,0.0,0.0
2016,0.0,25.3,15.3,26.3,2.5,3.19,2018-10-05 00:00:00,0.0,0.0,0.0
2017,0.0,25.3,15.3,26.3,2.5,3.19,2018-10-05 12:00:00,0.0,0.0,0.0
2018,0.0,5.5,8.3,24.3,1.48,9.26,2018-10-06 00:00:00,0.0,0.0,0.0
2019,0.0,5.5,8.3,24.3,1.48,9.26,2018-10-06 12:00:00,0.0,0.0,0.0
2020,0.0,-1.3,4.9,24.9,3.08,10.87,2018-10-07 00:00:00,0.0,0.0,0.0
2021,0.0,-1.3,4.9,24.9,3.08,10.87,2018-10-07 12:00:00,0.0,0.0,0.0
2022,0.0,19.9,10.3,23.3,4.57,8.41,2018-10-08 00:00:00,0.0,0.0,0.0
2023,0.0,19.9,10.3,23.3,4.57,8.41,2018-10-08 12:00:00,0.0,0.0,0.0
2024,0.0,4.1,-6.3,24.7,9.23,15.52,2018-10-09 00:00:00,0.0,0.0,0.0
2025,0.0,4.1,-6.3,24.7,9.23,15.52,2018-10-09 12:00:00,0.0,0.0,0.0
2026,0.0,3.5,7.3,23.3,1.71,10.26,2018-10-10 00:00:00,0.0,0.0,0.0
2027,0.0,3.5,7.3,23.3,1.71,10.26,2018-10-10 12:00:00,0.0,0.0,0.0
2028,0.0,20.1,15.7,22.7,3.04,4.35,2018-10-11 00:00:00,0.0,0.0,0.0
2029,0.0,20.1,15.7,22.7,3.04,4.35,2018-10-11 12:00:00,0.0,0.0,0.0
2030,0.0,24.3,18.3,23.3,2.97,2.12,2018-10-12 00:00:00,0.0,0.0,0.0
2031,0.0,24.3,18.3,23.3,2.97,2.12,2018-10-12 12:00:00,0.0,0.0,0.0
2032,227.91,24.3,11.3,26.3,-1.94,6.42,2018-10-13 00:00:00,1.0,1.0,0.0
2033,227.91,24.3,11.3,26.3,-1.94,6.42,2018-10-13 12:00:00,0.0,0.0,0.0
2034,60.86,14.5,18.9,24.9,-1.83,1.59,2018-10-14 00:00:00,1.0,0.0,0.0
2035,60.86,14.5,18.9,24.9,-1.83,1.59,2018-10-14 12:00:00,0.0,0.0,0.0
2036,30.5,17.7,18.3,23.3,-0.6,2.38,2018-10-15 00:00:00,1.0,0.0,0.0
2037,30.5,17.7,18.3,23.3,-0.6,2.38,2018-10-15 12:00:00,0.0,0.0,0.0
2038,0.0,24.9,14.7,23.7,1.36,5.11,2018-10-16 00:00:00,1.0,1.0,0.0
2039,0.0,24.9,14.7,23.7,1.36,5.11,2018-10-16 12:00:00,0.0,0.0,0.0
2040,233.43,19.3,13.7,23.7,-0.6,5.77,2018-10-17 00:00:00,1.0,1.0,0.0
2041,233.43,19.3,13.7,23.7,-0.6,5.77,2018-10-17 12:00:00,0.0,0.0,0.0
2042,0.23,23.3,9.9,22.9,3.29,8.86,2018-10-18 00:00:00,1.0,1.0,0.0
2043,0.23,23.3,9.9,22.9,3.29,8.86,2018-10-18 12:00:00,0.0,0.0,0.0
2044,0.0,16.1,14.1,24.1,1.54,5.24,2018-10-19 00:00:00,1.0,0.0,0.0
2045,0.0,16.1,14.1,24.1,1.54,5.24,2018-10-19 12:00:00,0.0,0.0,0.0
2046,203.68,35.3,21.3,24.9,-2.39,-0.7,2018-10-20 00:00:00,0.0,0.0,0.0
2047,203.68,35.3,21.3,24.9,-2.39,-0.7,2018-10-20 12:00:00,0.0,0.0,0.0
2048,11.62,21.1,15.1,23.1,0.48,4.96,2018-10-21 00:00:00,1.0,0.0,0.0
2049,11.62,21.1,15.1,23.1,0.48,4.96,2018-10-21 12:00:00,0.0,0.0,0.0
2050,117.51,26.1,18.1,24.1,-0.77,2.23,2018-10-22 00:00:00,1.0,1.0,0.0
2051,117.51,26.1,18.1,24.1,-0.77,2.23,2018-10-22 12:00:00,0.0,0.0,0.0
2052,433.16,28.7,15.9,24.9,-1.93,3.7,2018-10-23 00:00:00,0.0,1.0,0.0
2053,433.16,28.7,15.9,24.9,-1.93,3.7,2018-10-23 12:00:00,0.0,0.0,0.0
2054,4.28,28.1,15.1,24.1,0.7,4.42,2018-10-24 00:00:00,0.0,1.0,0.0
2055,4.28,28.1,15.1,24.1,0.7,4.42,2018-10-24 12:00:00,0.0,0.0,0.0
2056,69.69,22.5,16.3,22.3,-0.98,4.77,2018-10-25 00:00:00,0.0,0.0,0.0
2057,69.69,22.5,16.3,22.3,-0.98,4.77,2018-10-25 12:00:00,0.0,0.0,0.0
2058,111.12,8.7,16.1,23.1,-0.5,4.26,2018-10-26 00:00:00,0.0,0.0,0.0
2059,111.12,8.7,16.1,23.1,-0.5,4.26,2018-10-26 12:00:00,0.0,0.0,0.0
2060,112.92,16.3,15.7,22.7,-0.45,4.66,2018-10-27 00:00:00,1.0,0.0,0.0
2061,112.92,16.3,15.7,22.7,-0.45,4.66,2018-10-27 12:00:00,0.0,0.0,0.0
2062,0.0,11.9,14.9,21.9,2.56,5.31,2018-10-28 00:00:00,1.0,0.0,0.0
2063,0.0,11.9,14.9,21.9,2.56,5.31,2018-10-28 12:00:00,0.0,0.0,0.0
2064,35.91,9.1,13.1,22.1,1.42,6.78,2018-10-29 00:00:00,0.0,0.0,0.0
2065,35.91,9.1,13.1,22.1,1.42,6.78,2018-10-29 12:00:00,0.0,0.0,0.0
2066,0.0,13.3,10.3,23.3,2.92,8.3,2018-10-30 00:00:00,0.0,0.0,0.0
2067,0.0,13.3,10.3,23.3,2.92,8.3,2018-10-30 12:00:00,0.0,0.0,0.0
2068,5.32,-6.9,13.3,23.3,0.66,6.1,2018-10-31 00:00:00,1.0,1.0,0.0
2069,5.32,-6.9,13.3,23.3,0.66,6.1,2018-10-31 12:00:00,0.0,0.0,0.0
2070,2.37,33.0,19.1,22.3,0.4,1.42,2018-11-01 00:00:00,1.0,1.0,0.0
2071,2.37,33.0,19.1,22.3,0.4,1.42,2018-11-01 12:00:00,1.0,0.0,0.0
2072,258.7,33.7,18.5,23.3,-0.68,1.51,2018-11-02 00:00:00,0.0,0.0,0.0
2073,258.7,33.7,18.5,23.3,-0.68,1.51,2018-11-02 12:00:00,0.0,0.0,0.0
2074,44.25,20.9,14.1,22.1,0.94,5.66,2018-11-03 00:00:00,1.0,0.0,0.0
2075,44.25,20.9,14.1,22.1,0.94,5.66,2018-11-03 12:00:00,0.0,0.0,0.0
2076,320.58,28.3,17.3,23.3,-1.29,2.62,2018-11-04 00:00:00,1.0,1.0,0.0
2077,320.58,28.3,17.3,23.3,-1.29,2.62,2018-11-04 12:00:00,1.0,1.0,1.0
2078,464.81,38.3,21.7,23.5,-2.51,-0.97,2018-11-05 00:00:00,1.0,0.0,0.0
2079,464.81,38.3,21.7,23.5,-2.51,-0.97,2018-11-05 12:00:00,0.0,0.0,0.0
2080,764.72,37.0,21.5,23.9,-2.9,-1.23,2018-11-06 00:00:00,1.0,1.0,1.0
2081,764.72,37.0,21.5,23.9,-2.9,-1.23,2018-11-06 12:00:00,0.0,0.0,0.0
2082,199.26,34.4,19.3,23.5,-0.98,0.83,2018-11-07 00:00:00,1.0,1.0,0.0
2083,199.26,34.4,19.3,23.5,-0.98,0.83,2018-11-07 12:00:00,0.0,0.0,0.0
2084,634.84,31.8,19.9,22.1,-2.76,1.3,2018-11-08 00:00:00,1.0,1.0,1.0
2085,634.84,31.8,19.9,22.1,-2.76,1.3,2018-11-08 12:00:00,0.0,0.0,0.0
2086,74.02,32.2,19.0,22.9,-0.14,1.41,2018-11-09 00:00:00,1.0,1.0,0.0
2087,74.02,32.2,19.0,22.9,-0.14,1.41,2018-11-09 12:00:00,0.0,0.0,0.0
2088,0.22,22.3,12.1,23.1,1.44,6.96,2018-11-10 00:00:00,0.0,0.0,0.0
2089,0.22,22.3,12.1,23.1,1.44,6.96,2018-11-10 12:00:00,0.0,0.0,0.0
2090,167.5,26.3,17.5,23.5,-0.91,2.5,2018-11-11 00:00:00,1.0,1.0,0.0
2091,167.5,26.3,17.5,23.5,-0.91,2.5,2018-11-11 12:00:00,0.0,0.0,0.0
2092,451.39,13.4,18.6,22.7,-1.8,1.97,2018-11-12 00:00:00,0.0,1.0,0.0
2093,451.39,13.4,18.6,22.7,-1.8,1.97,2018-11-12 12:00:00,0.0,0.0,0.0
2094,591.26,29.7,17.3,23.3,-2.16,2.86,2018-11-13 00:00:00,0.0,0.0,0.0
2095,591.26,29.7,17.3,23.3,-2.16,2.86,2018-11-13 12:00:00,0.0,0.0,0.0
2096,0.0,19.9,16.5,24.5,0.79,3.04,2018-11-14 00:00:00,0.0,0.0,0.0
2097,0.0,19.9,16.5,24.5,0.79,3.04,2018-11-14 12:00:00,0.0,0.0,0.0
2098,2.12,23.1,15.5,24.5,0.26,3.81,2018-11-15 00:00:00,0.0,1.0,0.0
2099,2.12,23.1,15.5,24.5,0.26,3.81,2018-11-15 12:00:00,0.0,0.0,0.0
2100,401.95,36.1,19.4,23.3,-1.66,0.92,2018-11-16 00:00:00,1.0,1.0,0.0
2101,401.95,36.1,19.4,23.3,-1.66,0.92,2018-11-16 12:00:00,0.0,1.0,0.0
2102,1161.13,38.0,21.0,23.9,-3.6,-0.56,2018-11-17 00:00:00,1.0,1.0,0.0
2103,1161.13,38.0,21.0,23.9,-3.6,-0.56,2018-11-17 12:00:00,0.0,0.0,0.0
2104,651.96,28.6,19.8,22.9,-1.9,0.82,2018-11-18 00:00:00,1.0,1.0,1.0
2105,651.96,28.6,19.8,22.9,-1.9,0.82,2018-11-18 12:00:00,0.0,1.0,1.0
2106,784.74,37.8,20.8,24.3,-3.19,-0.38,2018-11-19 00:00:00,0.0,1.0,1.0
2107,784.74,37.8,20.8,24.3,-3.19,-0.38,2018-11-19 12:00:00,1.0,0.0,0.0
2108,1018.45,30.4,20.2,24.7,-4.01,0.17,2018-11-20 00:00:00,1.0,1.0,0.0
2109,1018.45,30.4,20.2,24.7,-4.01,0.17,2018-11-20 12:00:00,1.0,1.0,1.0
2110,0.3,28.7,18.3,24.3,0.12,1.86,2018-11-21 00:00:00,1.0,1.0,1.0
2111,0.3,28.7,18.3,24.3,0.12,1.86,2018-11-21 12:00:00,0.0,0.0,0.0
2112,296.0,27.9,18.3,23.1,-1.42,2.31,2018-11-22 00:00:00,1.0,1.0,0.0
2113,296.0,27.9,18.3,23.1,-1.42,2.31,2018-11-22 12:00:00,0.0,0.0,0.0
