,Convective Available Potential Energy,K index,Cross totals index,Vertical totals index,Lifted index,Showalter index,waktu,hujan,suhu 1000 hpa,dewpoint 1000 hpa,suhu 850 hpa,dewpoint 850 hpa,suhu 700 hpa,dewpoint 700 hpa,suhu 500 hpa,dewpoint 500 hpa
0,385.28,34.8,20.2,23.7,-2.27,0.4,2019-01-01 00:00:00,1.0,27.4,22.4,17.8,14.3,8.8,5.6,-5.9,-6.5
1,385.28,34.8,20.2,23.7,-2.27,0.4,2019-01-01 12:00:00,1.0,27.4,22.4,17.8,14.3,8.8,5.6,-5.9,-6.5
2,394.61,37.4,21.2,21.3,-1.3,0.19,2019-01-02 00:00:00,1.0,22.6,22.4,16.2,16.1,6.8,6.8,,
3,394.61,37.4,21.2,21.3,-1.3,0.19,2019-01-02 12:00:00,0.0,22.6,22.4,16.2,16.1,6.8,6.8,,
4,21.65,35.9,19.5,24.5,-0.5,0.75,2019-01-03 00:00:00,0.0,25.0,21.1,18.4,13.4,8.8,6.8,-6.1,-6.1
5,21.65,35.9,19.5,24.5,-0.5,0.75,2019-01-03 12:00:00,1.0,25.0,21.1,18.4,13.4,8.8,6.8,-6.1,-6.1
6,54.41,30.5,18.7,23.5,-0.17,1.82,2019-01-04 00:00:00,0.0,23.8,21.1,17.8,13.0,10.0,4.0,-5.7,-5.7
7,54.41,30.5,18.7,23.5,-0.17,1.82,2019-01-04 12:00:00,1.0,23.8,21.1,17.8,13.0,10.0,4.0,-5.7,-5.7
8,449.8,34.5,21.5,25.1,-2.42,-1.43,2019-01-05 00:00:00,1.0,25.6,21.7,19.0,15.4,9.8,3.8,-6.1,-7.6
9,449.8,34.5,21.5,25.1,-2.42,-1.43,2019-01-05 12:00:00,0.0,25.6,21.7,19.0,15.4,9.8,3.8,-6.1,-7.6
10,0.0,33.6,19.9,23.1,0.73,0.71,2019-01-06 00:00:00,1.0,25.8,18.8,17.8,14.6,9.2,5.1,-5.3,-9.9
11,0.0,33.6,19.9,23.1,0.73,0.71,2019-01-06 12:00:00,0.0,25.8,18.8,17.8,14.6,9.2,5.1,-5.3,-9.9
12,117.8,31.5,19.5,23.3,-0.87,1.0,2019-01-07 00:00:00,0.0,25.8,20.8,18.0,14.2,9.8,3.8,-5.3,22.3
13,117.8,31.5,19.5,23.3,-0.87,1.0,2019-01-07 12:00:00,0.0,25.8,20.8,18.0,14.2,9.8,3.8,-5.3,22.3
14,885.65,31.7,20.9,23.3,-2.92,-0.27,2019-01-08 00:00:00,0.0,25.4,21.7,17.8,15.4,9.8,2.8,-5.5,-7.3
15,885.65,31.7,20.9,23.3,-2.92,-0.27,2019-01-08 12:00:00,0.0,25.4,21.7,17.8,15.4,9.8,2.8,-5.5,-7.3
16,259.63,29.6,20.0,23.5,-2.03,0.69,2019-01-09 00:00:00,0.0,25.6,21.7,17.6,14.1,10.0,2.0,-5.9,10.1
17,259.63,29.6,20.0,23.5,-2.03,0.69,2019-01-09 12:00:00,0.0,25.6,21.7,17.6,14.1,10.0,2.0,-5.9,10.1
18,747.58,32.7,19.5,23.9,-2.92,1.05,2019-01-10 00:00:00,0.0,26.8,22.5,17.8,13.4,9.0,4.4,-6.1,-9.8
19,747.58,32.7,19.5,23.9,-2.92,1.05,2019-01-10 12:00:00,0.0,26.8,22.5,17.8,13.4,9.0,4.4,-6.1,-9.8
20,,,,,,,2019-01-11 00:00:00,0.0,,,,,,,,
21,,,,,,,2019-01-11 12:00:00,0.0,,,,,,,,
22,549.5,31.3,18.4,22.5,-1.27,2.17,2019-01-12 00:00:00,1.0,25.6,21.2,17.8,13.7,9.2,4.3,-4.7,19.7
23,549.5,31.3,18.4,22.5,-1.27,2.17,2019-01-12 12:00:00,0.0,25.6,21.2,17.8,13.7,9.2,4.3,-4.7,19.7
24,2018.84,38.4,21.8,21.9,-4.52,-0.61,2019-01-13 00:00:00,1.0,24.6,24.3,16.6,16.5,7.8,7.8,-5.3,-6.5
25,2018.84,38.4,21.8,21.9,-4.52,-0.61,2019-01-13 12:00:00,1.0,24.6,24.3,16.6,16.5,7.8,7.8,-5.3,-6.5
26,380.78,36.0,21.6,22.3,-2.09,-0.69,2019-01-14 00:00:00,1.0,26.2,22.7,17.2,16.5,8.8,6.0,-5.1,-7.6
27,380.78,36.0,21.6,22.3,-2.09,-0.69,2019-01-14 12:00:00,1.0,26.2,22.7,17.2,16.5,8.8,6.0,-5.1,-7.6
28,376.92,34.7,19.2,22.3,-1.58,1.6,2019-01-15 00:00:00,1.0,24.4,22.3,17.4,14.3,9.8,7.9,-4.9,-6.7
29,376.92,34.7,19.2,22.3,-1.58,1.6,2019-01-15 12:00:00,1.0,24.4,22.3,17.4,14.3,9.8,7.9,-4.9,-6.7
30,101.13,34.6,21.0,22.5,-1.03,0.02,2019-01-16 00:00:00,1.0,23.8,22.7,17.0,15.5,9.8,6.4,-5.5,-7.1
31,101.13,34.6,21.0,22.5,-1.03,0.02,2019-01-16 12:00:00,1.0,23.8,22.7,17.0,15.5,9.8,6.4,-5.5,-7.1
32,603.9,34.7,20.9,22.3,-2.31,0.12,2019-01-17 00:00:00,0.0,25.4,22.9,17.0,15.6,9.2,6.0,-5.3,-5.3
33,603.9,34.7,20.9,22.3,-2.31,0.12,2019-01-17 12:00:00,0.0,25.4,22.9,17.0,15.6,9.2,6.0,-5.3,-5.3
34,7.51,32.0,18.3,23.1,0.26,2.05,2019-01-18 00:00:00,0.0,25.0,20.2,18.2,13.4,9.8,5.3,-4.9,-8.4
35,7.51,32.0,18.3,23.1,0.26,2.05,2019-01-18 12:00:00,0.0,25.0,20.2,18.2,13.4,9.8,5.3,-4.9,-8.4
36,627.85,38.4,21.1,22.1,-1.69,-0.28,2019-01-19 00:00:00,0.0,25.2,22.7,17.4,16.4,8.6,8.5,-4.7,-5.7
37,627.85,38.4,21.1,22.1,-1.69,-0.28,2019-01-19 12:00:00,1.0,25.2,22.7,17.4,16.4,8.6,8.5,-4.7,-5.7
38,187.46,31.3,18.9,21.7,-0.88,1.91,2019-01-20 00:00:00,0.0,25.0,22.9,17.4,14.6,9.8,4.8,-4.3,10.3
39,187.46,31.3,18.9,21.7,-0.88,1.91,2019-01-20 12:00:00,0.0,25.0,22.9,17.4,14.6,9.8,4.8,-4.3,10.3
40,243.57,35.4,20.2,22.7,-1.12,0.16,2019-01-21 00:00:00,0.0,24.4,22.8,18.4,15.9,9.6,6.4,-4.3,-7.3
41,243.57,35.4,20.2,22.7,-1.12,0.16,2019-01-21 12:00:00,0.0,24.4,22.8,18.4,15.9,9.6,6.4,-4.3,-7.3
42,735.1,38.6,21.4,21.5,-2.28,-0.5,2019-01-22 00:00:00,0.0,24.4,24.1,17.2,17.1,8.8,8.8,-4.3,-4.3
43,735.1,38.6,21.4,21.5,-2.28,-0.5,2019-01-22 12:00:00,0.0,24.4,24.1,17.2,17.1,8.8,8.8,-4.3,-4.3
44,789.66,35.1,20.9,21.1,-2.47,0.5,2019-01-23 00:00:00,0.0,27.6,22.6,16.2,16.0,8.2,6.2,-4.9,-4.9
45,789.66,35.1,20.9,21.1,-2.47,0.5,2019-01-23 12:00:00,0.0,27.6,22.6,16.2,16.0,8.2,6.2,-4.9,-4.9
46,1651.55,38.5,22.1,22.5,-4.47,-0.8,2019-01-24 00:00:00,0.0,26.0,24.0,16.4,16.0,8.0,8.0,-6.1,-6.9
47,1651.55,38.5,22.1,22.5,-4.47,-0.8,2019-01-24 12:00:00,0.0,26.0,24.0,16.4,16.0,8.0,8.0,-6.1,-6.9
48,866.88,34.2,19.5,20.3,-0.85,1.51,2019-01-25 00:00:00,1.0,27.0,23.9,17.0,16.2,9.0,6.7,-3.3,-9.3
49,866.88,34.2,19.5,20.3,-0.85,1.51,2019-01-25 12:00:00,0.0,27.0,23.9,17.0,16.2,9.0,6.7,-3.3,-9.3
50,467.15,35.8,19.6,23.3,-2.05,0.9,2019-01-26 00:00:00,0.0,24.8,22.9,18.0,14.3,8.8,7.0,-5.3,-5.3
51,467.15,35.8,19.6,23.3,-2.05,0.9,2019-01-26 12:00:00,0.0,24.8,22.9,18.0,14.3,8.8,7.0,-5.3,-5.3
52,1427.62,35.2,19.6,23.5,-2.92,0.54,2019-01-27 00:00:00,0.0,25.8,23.6,18.8,14.9,9.2,6.0,-4.7,-7.3
53,1427.62,35.2,19.6,23.5,-2.92,0.54,2019-01-27 12:00:00,0.0,25.8,23.6,18.8,14.9,9.2,6.0,-4.7,-7.3
54,113.18,,,,,,2019-01-28 00:00:00,0.0,23.4,21.7,15.2,14.0,8.2,8.2,,
55,113.18,,,,,,2019-01-28 12:00:00,0.0,23.4,21.7,15.2,14.0,8.2,8.2,,
56,182.42,38.5,21.3,23.1,-1.23,-0.38,2019-01-29 00:00:00,1.0,26.4,20.4,17.2,15.4,8.8,8.8,-5.9,-7.3
57,182.42,38.5,21.3,23.1,-1.23,-0.38,2019-01-29 12:00:00,0.0,26.4,20.4,17.2,15.4,8.8,8.8,-5.9,-7.3
58,418.45,36.6,22.9,24.5,-2.84,-2.17,2019-01-30 00:00:00,1.0,26.4,22.4,17.6,16.0,10.4,6.5,-6.9,-7.9
59,418.45,36.6,22.9,24.5,-2.84,-2.17,2019-01-30 12:00:00,0.0,26.4,22.4,17.6,16.0,10.4,6.5,-6.9,-7.9
60,909.29,33.0,20.2,23.3,-2.68,0.42,2019-01-31 00:00:00,1.0,26.4,22.9,17.8,14.7,9.4,4.4,-5.5,-8.8
61,909.29,33.0,20.2,23.3,-2.68,0.42,2019-01-31 12:00:00,0.0,26.4,22.9,17.8,14.7,9.4,4.4,-5.5,-8.8
62,808.61,33.1,19.7,23.7,-2.34,0.61,2019-02-01 00:00:00,0.0,26.2,22.8,18.4,14.4,9.8,4.8,-5.3,10.3
63,808.61,33.1,19.7,23.7,-2.34,0.61,2019-02-01 12:00:00,1.0,26.2,22.8,18.4,14.4,9.8,4.8,-5.3,10.3
64,745.08,39.2,23.3,23.5,-3.34,-2.3,2019-02-02 00:00:00,1.0,24.2,22.7,17.0,16.8,8.8,7.7,-6.5,-8.5
65,745.08,39.2,23.3,23.5,-3.34,-2.3,2019-02-02 12:00:00,0.0,24.2,22.7,17.0,16.8,8.8,7.7,-6.5,-8.5
66,477.39,33.0,19.8,23.1,-1.58,0.72,2019-02-03 00:00:00,0.0,26.2,22.5,18.0,14.7,9.6,4.8,-5.1,11.1
67,477.39,33.0,19.8,23.1,-1.58,0.72,2019-02-03 12:00:00,1.0,26.2,22.5,18.0,14.7,9.6,4.8,-5.1,11.1
68,770.54,36.0,21.1,24.1,-3.18,-0.57,2019-02-04 00:00:00,0.0,25.6,22.2,18.0,15.0,9.2,6.1,-6.1,-8.3
69,770.54,36.0,21.1,24.1,-3.18,-0.57,2019-02-04 12:00:00,0.0,25.6,22.2,18.0,15.0,9.2,6.1,-6.1,-8.3
70,991.65,33.3,20.8,22.9,-2.91,0.02,2019-02-05 00:00:00,1.0,25.6,23.0,17.4,15.3,10.0,5.1,-5.5,-8.2
71,991.65,33.3,20.8,22.9,-2.91,0.02,2019-02-05 12:00:00,1.0,25.6,23.0,17.4,15.3,10.0,5.1,-5.5,-8.2
72,360.27,33.9,21.9,22.7,-2.41,-0.6,2019-02-06 00:00:00,0.0,24.6,22.2,16.4,15.6,9.6,5.2,-6.3,-7.2
73,360.27,33.9,21.9,22.7,-2.41,-0.6,2019-02-06 12:00:00,0.0,24.6,22.2,16.4,15.6,9.6,5.2,-6.3,-7.2
74,355.62,30.4,20.2,23.5,-2.44,0.68,2019-02-07 00:00:00,1.0,26.8,21.8,17.2,13.9,10.2,3.2,-6.3,10.0
75,355.62,30.4,20.2,23.5,-2.44,0.68,2019-02-07 12:00:00,0.0,26.8,21.8,17.2,13.9,10.2,3.2,-6.3,10.0
76,565.69,31.0,20.2,22.7,-1.25,0.43,2019-02-08 00:00:00,0.0,26.8,22.1,17.8,15.3,10.0,3.0,-4.9,12.9
77,565.69,31.0,20.2,22.7,-1.25,0.43,2019-02-08 12:00:00,1.0,26.8,22.1,17.8,15.3,10.0,3.0,-4.9,12.9
78,362.83,39.7,22.5,23.1,-1.96,-1.59,2019-02-09 00:00:00,1.0,23.6,22.3,17.2,16.6,9.0,9.0,-5.9,-5.9
79,362.83,39.7,22.5,23.1,-1.96,-1.59,2019-02-09 12:00:00,0.0,23.6,22.3,17.2,16.6,9.0,9.0,-5.9,-5.9
80,336.56,32.3,20.9,23.3,-1.74,-0.08,2019-02-10 00:00:00,1.0,26.2,21.8,17.4,15.0,10.4,4.4,-5.9,-6.9
81,336.56,32.3,20.9,23.3,-1.74,-0.08,2019-02-10 12:00:00,0.0,26.2,21.8,17.4,15.0,10.4,4.4,-5.9,-6.9
82,1034.8,33.3,19.3,22.3,-1.91,1.41,2019-02-11 00:00:00,1.0,26.4,22.4,17.6,14.6,8.8,5.2,-4.7,-8.1
83,1034.8,33.3,19.3,22.3,-1.91,1.41,2019-02-11 12:00:00,0.0,26.4,22.4,17.6,14.6,8.8,5.2,-4.7,-8.1
84,29.13,31.6,18.1,23.1,0.23,2.24,2019-02-12 00:00:00,1.0,24.8,20.7,18.2,13.2,9.8,5.1,-4.9,-9.1
85,29.13,31.6,18.1,23.1,0.23,2.24,2019-02-12 12:00:00,0.0,24.8,20.7,18.2,13.2,9.8,5.1,-4.9,-9.1
86,69.31,31.2,19.2,23.3,0.04,1.28,2019-02-13 00:00:00,0.0,24.8,21.1,18.0,13.9,10.0,4.0,-5.3,11.3
87,69.31,31.2,19.2,23.3,0.04,1.28,2019-02-13 12:00:00,0.0,24.8,21.1,18.0,13.9,10.0,4.0,-5.3,11.3
88,128.54,32.0,18.3,23.3,-0.96,2.29,2019-02-14 00:00:00,0.0,25.8,20.9,17.6,12.6,9.6,5.7,-5.7,-7.9
89,128.54,32.0,18.3,23.3,-0.96,2.29,2019-02-14 12:00:00,0.0,25.8,20.9,17.6,12.6,9.6,5.7,-5.7,-7.9
90,157.54,27.1,16.9,23.9,-0.95,3.23,2019-02-15 00:00:00,1.0,25.8,21.0,18.2,11.2,10.0,2.0,-5.7,22.7
91,157.54,27.1,16.9,23.9,-0.95,3.23,2019-02-15 12:00:00,0.0,25.8,21.0,18.2,11.2,10.0,2.0,-5.7,22.7
92,139.05,29.1,18.9,23.9,-1.08,1.44,2019-02-16 00:00:00,1.0,25.6,21.5,18.2,13.2,9.6,1.6,-5.7,10.7
93,139.05,29.1,18.9,23.9,-1.08,1.44,2019-02-16 12:00:00,0.0,25.6,21.5,18.2,13.2,9.6,1.6,-5.7,10.7
94,270.83,38.0,21.5,23.3,-1.72,-0.58,2019-02-17 00:00:00,0.0,25.6,21.5,17.2,15.4,7.8,7.1,-6.1,-7.3
95,270.83,38.0,21.5,23.3,-1.72,-0.58,2019-02-17 12:00:00,0.0,25.6,21.5,17.2,15.4,7.8,7.1,-6.1,-7.3
96,24.45,32.4,20.9,22.5,0.15,0.4,2019-02-18 00:00:00,0.0,25.2,19.2,16.4,14.8,7.4,2.5,-6.1,13.1
97,24.45,32.4,20.9,22.5,0.15,0.4,2019-02-18 12:00:00,0.0,25.2,19.2,16.4,14.8,7.4,2.5,-6.1,13.1
98,6.14,31.7,17.9,22.3,0.8,2.82,2019-02-19 00:00:00,0.0,27.0,20.0,17.4,13.0,8.4,4.8,-4.9,16.9
99,6.14,31.7,17.9,22.3,0.8,2.82,2019-02-19 12:00:00,0.0,27.0,20.0,17.4,13.0,8.4,4.8,-4.9,16.9
100,0.0,29.3,18.5,24.5,2.0,1.5,2019-02-20 00:00:00,0.0,26.8,17.8,18.8,12.8,10.2,2.2,-5.7,11.7
101,0.0,29.3,18.5,24.5,2.0,1.5,2019-02-20 12:00:00,0.0,26.8,17.8,18.8,12.8,10.2,2.2,-5.7,11.7
102,176.73,33.7,20.5,24.1,-1.11,-0.08,2019-02-21 00:00:00,1.0,26.2,21.2,18.2,14.6,9.4,4.4,-5.9,11.9
103,176.73,33.7,20.5,24.1,-1.11,-0.08,2019-02-21 12:00:00,0.0,26.2,21.2,18.2,14.6,9.4,4.4,-5.9,11.9
104,315.53,33.6,20.0,22.9,-0.59,0.71,2019-02-22 00:00:00,1.0,26.2,20.2,17.6,14.7,9.0,5.0,-5.3,12.3
105,315.53,33.6,20.0,22.9,-0.59,0.71,2019-02-22 12:00:00,0.0,26.2,20.2,17.6,14.7,9.0,5.0,-5.3,12.3
106,267.0,30.5,19.5,23.7,-1.12,0.98,2019-02-23 00:00:00,1.0,26.2,20.2,18.0,13.8,10.0,3.0,-5.7,11.7
107,267.0,30.5,19.5,23.7,-1.12,0.98,2019-02-23 12:00:00,0.0,26.2,20.2,18.0,13.8,10.0,3.0,-5.7,11.7
108,48.28,26.1,16.5,22.5,0.96,3.58,2019-02-24 00:00:00,1.0,26.0,21.0,18.6,12.6,10.2,1.2,-3.9,20.9
109,48.28,26.1,16.5,22.5,0.96,3.58,2019-02-24 12:00:00,0.0,26.0,21.0,18.6,12.6,10.2,1.2,-3.9,20.9
110,491.26,26.7,18.7,23.7,-2.05,1.72,2019-02-25 00:00:00,1.0,26.4,22.1,18.0,13.0,9.2,-0.8,-5.7,20.7
111,491.26,26.7,18.7,23.7,-2.05,1.72,2019-02-25 12:00:00,0.0,26.4,22.1,18.0,13.0,9.2,-0.8,-5.7,20.7
112,4.36,24.7,18.7,23.7,-0.47,1.72,2019-02-26 00:00:00,0.0,25.2,20.9,18.0,13.0,9.4,-2.6,-5.7,-9.3
113,4.36,24.7,18.7,23.7,-0.47,1.72,2019-02-26 12:00:00,0.0,25.2,20.9,18.0,13.0,9.4,-2.6,-5.7,-9.3
114,0.0,32.4,17.1,21.9,1.48,3.25,2019-02-27 00:00:00,1.0,26.2,21.3,18.2,13.4,9.2,6.3,-3.7,21.7
115,0.0,32.4,17.1,21.9,1.48,3.25,2019-02-27 12:00:00,0.0,26.2,21.3,18.2,13.4,9.2,6.3,-3.7,21.7
116,0.0,22.8,17.6,21.7,1.38,2.79,2019-02-28 00:00:00,1.0,25.8,20.8,18.2,14.1,11.4,-1.6,-3.5,16.5
117,0.0,22.8,17.6,21.7,1.38,2.79,2019-02-28 12:00:00,1.0,25.8,20.8,18.2,14.1,11.4,-1.6,-3.5,16.5
118,76.7,26.3,16.5,23.5,-0.57,3.39,2019-03-01 00:00:00,1.0,25.0,20.6,18.8,11.8,10.0,1.0,-4.7,23.7
119,76.7,26.3,16.5,23.5,-0.57,3.39,2019-03-01 12:00:00,1.0,25.0,20.6,18.8,11.8,10.0,1.0,-4.7,23.7
120,251.23,35.1,20.2,23.9,-1.86,0.3,2019-03-02 00:00:00,1.0,25.2,21.8,18.0,14.3,9.0,5.9,-5.9,-8.5
121,251.23,35.1,20.2,23.9,-1.86,0.3,2019-03-02 12:00:00,0.0,25.2,21.8,18.0,14.3,9.0,5.9,-5.9,-8.5
122,,,,,,,2019-03-03 00:00:00,1.0,,,,,,,,
123,38.6,30.1,16.7,22.7,0.3,3.46,2019-03-03 12:00:00,1.0,25.4,20.8,18.4,12.4,10.0,5.0,-4.3,12.3
124,,,,,,,2019-03-04 00:00:00,1.0,,,,,,,,
125,82.61,33.8,19.4,22.3,-0.16,1.22,2019-03-04 12:00:00,0.0,26.6,20.6,17.8,14.9,8.8,5.4,-4.5,-7.4
126,,,,,,,2019-03-05 00:00:00,0.0,,,,,,,,
127,293.99,34.8,19.7,21.5,-0.47,1.03,2019-03-05 12:00:00,0.0,26.0,21.4,17.6,15.8,9.6,7.1,-3.9,-8.1
128,220.16,35.9,18.9,23.1,-0.42,1.15,2019-03-06 00:00:00,1.0,27.0,21.0,19.0,14.8,9.8,7.8,-4.1,15.1
129,,,,,,,2019-03-06 12:00:00,0.0,,,,,,,,
130,92.35,34.8,21.5,23.7,-1.33,-0.77,2019-03-07 00:00:00,0.0,25.2,20.9,17.6,15.4,9.6,5.3,-6.1,-7.8
131,92.35,34.8,21.5,23.7,-1.33,-0.77,2019-03-07 12:00:00,0.0,25.2,20.9,17.6,15.4,9.6,5.3,-6.1,-7.8
132,46.43,31.1,18.1,23.1,-0.01,2.41,2019-03-08 00:00:00,0.0,23.8,20.7,17.8,12.8,9.2,4.4,-5.3,-6.2
133,,,,,,,2019-03-08 12:00:00,0.0,,,,,,,,
134,1071.07,33.4,19.8,24.5,-2.88,0.39,2019-03-09 00:00:00,0.0,25.8,21.6,18.6,13.9,10.2,5.2,-5.9,-7.9
135,,,,,,,2019-03-09 12:00:00,0.0,,,,,,,,
136,3419.86,36.4,22.2,22.5,-4.98,-1.68,2019-03-10 00:00:00,1.0,27.0,26.3,18.0,17.7,9.6,5.8,-4.5,38.5
137,,,,,,,2019-03-10 12:00:00,0.0,,,,,,,,
138,818.22,30.4,18.6,23.3,-1.4,1.5,2019-03-11 00:00:00,0.0,25.8,22.2,18.8,14.1,9.2,2.2,-4.5,-8.8
139,818.22,30.4,18.6,23.3,-1.4,1.5,2019-03-11 12:00:00,0.0,25.8,22.2,18.8,14.1,9.2,2.2,-4.5,-8.8
140,990.14,32.7,19.4,22.5,-2.34,1.49,2019-03-12 00:00:00,1.0,26.2,23.1,17.2,14.1,9.4,5.5,-5.3,11.3
141,990.14,32.7,19.4,22.5,-2.34,1.49,2019-03-12 12:00:00,0.0,26.2,23.1,17.2,14.1,9.4,5.5,-5.3,11.3
142,279.42,36.8,20.6,24.7,-2.53,0.06,2019-03-13 00:00:00,0.0,25.8,20.8,17.6,13.5,8.2,6.8,-7.1,-8.2
143,,,,,,,2019-03-13 12:00:00,0.0,,,,,,,,
144,0.98,36.6,20.6,20.7,0.83,0.89,2019-03-14 00:00:00,0.0,22.2,20.7,16.0,15.9,8.6,8.6,-4.7,-4.7
145,0.98,36.6,20.6,20.7,0.83,0.89,2019-03-14 12:00:00,0.0,22.2,20.7,16.0,15.9,8.6,8.6,-4.7,-4.7
146,64.17,37.8,21.2,21.3,0.33,-0.01,2019-03-15 00:00:00,0.0,22.2,22.0,16.6,16.5,8.4,8.4,-4.7,-6.2
147,64.17,37.8,21.2,21.3,0.33,-0.01,2019-03-15 12:00:00,0.0,22.2,22.0,16.6,16.5,8.4,8.4,-4.7,-6.2
148,427.64,32.8,20.2,22.9,-1.61,0.52,2019-03-16 00:00:00,1.0,25.6,22.0,17.6,14.9,9.8,4.8,-5.3,-8.6
149,427.64,32.8,20.2,22.9,-1.61,0.52,2019-03-16 12:00:00,0.0,25.6,22.0,17.6,14.9,9.8,4.8,-5.3,-8.6
150,476.51,33.1,20.6,22.1,-1.99,0.61,2019-03-17 00:00:00,0.0,26.2,22.6,16.6,15.1,9.0,4.9,-5.5,-7.4
151,476.51,33.1,20.6,22.1,-1.99,0.61,2019-03-17 12:00:00,1.0,26.2,22.6,16.6,15.1,9.0,4.9,-5.5,-7.4
152,,,,,,,2019-03-18 00:00:00,0.0,,,,,,,,
153,80.19,33.2,18.1,22.5,0.1,2.54,2019-03-18 12:00:00,0.0,23.8,21.8,17.6,13.2,8.0,5.5,-4.9,-6.6
154,402.6,27.7,20.7,24.3,-2.79,-0.19,2019-03-19 00:00:00,0.0,25.8,21.4,18.0,14.4,10.0,-1.0,-6.3,-8.7
155,402.6,27.7,20.7,24.3,-2.79,-0.19,2019-03-19 12:00:00,0.0,25.8,21.4,18.0,14.4,10.0,-1.0,-6.3,-8.7
156,735.7,27.7,20.7,23.7,-2.89,-0.17,2019-03-20 00:00:00,0.0,26.4,21.6,18.0,15.0,10.4,-0.6,-5.7,11.7
157,735.7,27.7,20.7,23.7,-2.89,-0.17,2019-03-20 12:00:00,0.0,26.4,21.6,18.0,15.0,10.4,-0.6,-5.7,11.7
158,176.93,32.7,18.8,22.7,0.01,1.34,2019-03-21 00:00:00,0.0,26.0,21.4,18.8,14.9,9.8,4.9,-3.9,12.9
159,176.93,32.7,18.8,22.7,0.01,1.34,2019-03-21 12:00:00,0.0,26.0,21.4,18.8,14.9,9.8,4.9,-3.9,12.9
160,568.96,27.8,21.6,24.1,-2.51,-1.15,2019-03-22 00:00:00,0.0,26.2,21.8,18.2,15.7,10.2,-1.8,-5.9,11.9
161,568.96,27.8,21.6,24.1,-2.51,-1.15,2019-03-22 12:00:00,0.0,26.2,21.8,18.2,15.7,10.2,-1.8,-5.9,11.9
162,890.71,35.1,20.7,23.7,-2.63,-0.44,2019-03-23 00:00:00,0.0,26.2,22.5,18.6,15.6,9.4,5.2,-5.1,14.1
163,890.71,35.1,20.7,23.7,-2.63,-0.44,2019-03-23 12:00:00,0.0,26.2,22.5,18.6,15.6,9.4,5.2,-5.1,14.1
164,580.94,34.4,20.4,22.5,-1.7,0.24,2019-03-24 00:00:00,0.0,26.4,23.1,17.8,15.7,10.0,6.2,-4.7,14.7
165,580.94,34.4,20.4,22.5,-1.7,0.24,2019-03-24 12:00:00,0.0,26.4,23.1,17.8,15.7,10.0,6.2,-4.7,14.7
166,575.77,34.7,20.2,23.1,-1.68,0.24,2019-03-25 00:00:00,0.0,27.0,22.0,18.2,15.3,9.4,5.7,-4.9,-9.9
167,575.77,34.7,20.2,23.1,-1.68,0.24,2019-03-25 12:00:00,0.0,27.0,22.0,18.2,15.3,9.4,5.7,-4.9,-9.9
168,641.61,34.2,19.6,23.5,-2.03,0.72,2019-03-26 00:00:00,0.0,27.0,23.2,18.4,14.5,9.6,5.8,-5.1,-9.1
169,641.61,34.2,19.6,23.5,-2.03,0.72,2019-03-26 12:00:00,0.0,27.0,23.2,18.4,14.5,9.6,5.8,-5.1,-9.1
170,785.39,31.5,19.9,22.7,-2.05,0.82,2019-03-27 00:00:00,0.0,26.6,22.4,17.6,14.8,9.8,3.8,-5.1,14.1
171,785.39,31.5,19.9,22.7,-2.05,0.82,2019-03-27 12:00:00,1.0,26.6,22.4,17.6,14.8,9.8,3.8,-5.1,14.1
172,207.38,38.7,21.9,22.9,-1.62,-0.98,2019-03-28 00:00:00,0.0,25.0,21.0,17.2,16.2,8.4,8.0,-5.7,-8.4
173,207.38,38.7,21.9,22.9,-1.62,-0.98,2019-03-28 12:00:00,0.0,25.0,21.0,17.2,16.2,8.4,8.0,-5.7,-8.4
174,0.0,29.9,19.5,23.1,-29.26,2.64,2019-03-29 00:00:00,1.0,21.8,18.0,14.4,10.8,5.6,1.6,-8.7,13.2
175,0.0,29.9,19.5,23.1,-29.26,2.64,2019-03-29 12:00:00,0.0,21.8,18.0,14.4,10.8,5.6,1.6,-8.7,13.2
176,489.09,33.7,19.6,23.7,-1.7,0.79,2019-03-30 00:00:00,0.0,26.0,21.9,18.2,14.1,10.0,5.9,-5.5,-9.9
177,489.09,33.7,19.6,23.7,-1.7,0.79,2019-03-30 12:00:00,0.0,26.0,21.9,18.2,14.1,10.0,5.9,-5.5,-9.9
178,548.21,35.3,19.7,23.1,-2.28,0.99,2019-03-31 00:00:00,1.0,25.8,23.3,17.6,14.2,9.4,7.4,-5.5,-9.3
179,548.21,35.3,19.7,23.1,-2.28,0.99,2019-03-31 12:00:00,1.0,25.8,23.3,17.6,14.2,9.4,7.4,-5.5,-9.3
180,47.3,31.6,19.6,22.7,0.06,0.93,2019-04-01 00:00:00,0.0,24.6,20.9,18.0,14.9,9.8,3.8,-4.7,10.7
181,47.3,31.6,19.6,22.7,0.06,0.93,2019-04-01 12:00:00,1.0,24.6,20.9,18.0,14.9,9.8,3.8,-4.7,10.7
182,194.6,36.8,20.5,23.5,-1.78,0.12,2019-04-02 00:00:00,0.0,24.6,22.2,17.8,14.8,9.4,7.9,-5.7,12.7
183,194.6,36.8,20.5,23.5,-1.78,0.12,2019-04-02 12:00:00,0.0,24.6,22.2,17.8,14.8,9.4,7.9,-5.7,12.7
184,198.94,35.8,21.2,23.1,-1.3,-0.47,2019-04-03 00:00:00,0.0,25.2,21.7,17.6,15.7,9.2,6.2,-5.5,-6.9
