,waktu,status hujan
669,2016-01-28 21:30:00,
670,2016-01-28 22:30:00,
671,2016-01-28 23:30:00,
672,2016-01-29 00:30:00,
673,2016-01-29 01:30:00,
674,2016-01-29 02:30:00,
675,2016-01-29 03:30:00,
676,2016-01-29 04:30:00,
677,2016-01-29 05:30:00,
678,2016-01-29 06:30:00,
679,2016-01-29 07:30:00,
680,2016-01-29 08:30:00,
681,2016-01-29 09:30:00,
682,2016-01-29 10:30:00,
683,2016-01-29 11:30:00,
684,2016-01-29 12:30:00,
685,2016-01-29 13:30:00,
686,2016-01-29 14:30:00,
687,2016-01-29 15:30:00,
688,2016-01-29 16:30:00,
689,2016-01-29 17:30:00,
690,2016-01-29 18:30:00,
691,2016-01-29 19:30:00,
692,2016-01-29 20:30:00,
693,2016-01-29 21:30:00,
694,2016-01-29 22:30:00,
695,2016-01-29 23:30:00,
696,2016-01-30 00:30:00,
697,2016-01-30 01:30:00,
698,2016-01-30 02:30:00,
699,2016-01-30 03:30:00,
700,2016-01-30 04:30:00,
701,2016-01-30 05:30:00,
702,2016-01-30 06:30:00,
703,2016-01-30 07:30:00,
704,2016-01-30 08:30:00,
705,2016-01-30 09:30:00,
706,2016-01-30 10:30:00,
707,2016-01-30 11:30:00,
708,2016-01-30 12:30:00,
709,2016-01-30 13:30:00,
710,2016-01-30 14:30:00,
711,2016-01-30 15:30:00,
712,2016-01-30 16:30:00,
713,2016-01-30 17:30:00,
714,2016-01-30 18:30:00,
715,2016-01-30 19:30:00,
716,2016-01-30 20:30:00,
717,2016-01-30 21:30:00,
718,2016-01-30 22:30:00,
719,2016-01-30 23:30:00,
720,2016-01-31 00:30:00,
721,2016-01-31 01:30:00,
722,2016-01-31 02:30:00,
723,2016-01-31 03:30:00,
724,2016-01-31 04:30:00,
725,2016-01-31 05:30:00,
726,2016-01-31 06:30:00,
727,2016-01-31 07:30:00,
728,2016-01-31 08:30:00,
729,2016-01-31 09:30:00,
730,2016-01-31 10:30:00,
731,2016-01-31 11:30:00,
732,2016-01-31 12:30:00,
733,2016-01-31 13:30:00,
734,2016-01-31 14:30:00,
735,2016-01-31 15:30:00,
736,2016-01-31 16:30:00,
737,2016-01-31 17:30:00,
738,2016-01-31 18:30:00,
739,2016-01-31 19:30:00,
740,2016-01-31 20:30:00,
741,2016-01-31 21:30:00,
742,2016-01-31 22:30:00,
743,2016-01-31 23:30:00,
744,2016-02-01 00:30:00,0.0
745,2016-02-01 01:30:00,0.0
746,2016-02-01 02:30:00,1.0
747,2016-02-01 03:30:00,0.0
748,2016-02-01 04:30:00,0.0
749,2016-02-01 05:30:00,0.0
750,2016-02-01 06:30:00,0.0
751,2016-02-01 07:30:00,0.0
752,2016-02-01 08:30:00,0.0
753,2016-02-01 09:30:00,1.0
754,2016-02-01 10:30:00,0.0
755,2016-02-01 11:30:00,0.0
756,2016-02-01 12:30:00,0.0
757,2016-02-01 13:30:00,0.0
758,2016-02-01 14:30:00,1.0
759,2016-02-01 15:30:00,0.0
760,2016-02-01 16:30:00,1.0
761,2016-02-01 17:30:00,1.0
762,2016-02-01 18:30:00,1.0
763,2016-02-01 19:30:00,1.0
764,2016-02-01 20:30:00,1.0
765,2016-02-01 21:30:00,1.0
766,2016-02-01 22:30:00,1.0
767,2016-02-01 23:30:00,1.0
768,2016-02-02 00:30:00,0.0
769,2016-02-02 01:30:00,0.0
770,2016-02-02 02:30:00,0.0
771,2016-02-02 03:30:00,0.0
772,2016-02-02 04:30:00,0.0
773,2016-02-02 05:30:00,0.0
774,2016-02-02 06:30:00,0.0
775,2016-02-02 07:30:00,0.0
776,2016-02-02 08:30:00,0.0
777,2016-02-02 09:30:00,0.0
778,2016-02-02 10:30:00,0.0
779,2016-02-02 11:30:00,0.0
780,2016-02-02 12:30:00,1.0
781,2016-02-02 13:30:00,1.0
782,2016-02-02 14:30:00,0.0
783,2016-02-02 15:30:00,0.0
